empresa_cnpj,empresa_razaoSocial,processo_numero,peticao_expediente,peticao_dataEntrada,assunto_descricao,situacao_descricao,peticao_dataPublicacao,Tempo_Peticao
61068755000708,SANVAL COMERCIO E INDUSTRIA LTDA,25351725477202185,2633775214,2021-07-07 07:21:58-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2022-09-19 00:00:00-03:00,438
60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,25351725385202367,1191931231,2023-10-31 11:02:09-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2025-10-24 00:00:00-03:00,723
2814497000107,CIMED INDUSTRIA S.A,25351725319201705,2315514170,2017-12-22 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-02-25 00:00:00-03:00,430
64711500000114,UCB BIOPHARMA LTDA.,25351724777202066,2454639209,2020-07-27 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2023-09-11 00:00:00-03:00,1141
5254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,25351724215201989,3481084196,2019-12-17 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2023-02-27 00:00:00-03:00,1168
3993167000199,VIDFARMA INDÚSTRIA DE MEDICAMENTOS LTDA,25351723435201995,3474339191,2019-12-16 00:00:00-03:00,MEDICAMENTO FITOTERÁPICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-10-13 00:00:00-03:00,302
3485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,25351723351202095,2452664209,2020-07-27 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2021-06-28 00:00:00-03:00,336
57507378000365,EMS S/A,25351723118202355,1188259230,2023-10-30 00:00:00-03:00,MEDICAMENTO INOVADOR - Registro de medicamento inovador (nova forma farmacêutica) – via de desenvolvimento abreviado,Foi publicado o deferimento do processo ou da petição.,2025-01-20 00:00:00-03:00,448
57507378000365,EMS S/A,25351722781201794,2312236176,2017-12-22 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2020-02-26 00:00:00-03:00,796
5254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,25351722753201777,2312183171,2017-12-22 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-11-16 00:00:00-03:00,1060
57507378000365,EMS S/A,25351722742201797,2312151173,2017-12-22 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-09-03 00:00:00-03:00,255
57507378000365,EMS S/A,25351722732201751,2312141176,2017-12-22 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-02-11 00:00:00-03:00,416
57507378000365,EMS S/A,25351722712201781,2312108174,2017-12-22 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2019-09-23 00:00:00-03:00,640
10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,25351721810202004,4550610208,2020-12-23 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-03-20 00:00:00-03:00,817
57507378000365,EMS S/A,25351721628201740,2310307178,2017-12-21 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-09-03 00:00:00-03:00,256
57507378000365,EMS S/A,25351721506201753,2310192170,2017-12-21 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2019-12-02 00:00:00-03:00,711
62462015000129,APSEN FARMACEUTICA S/A,25351721416202319,1185484237,2023-10-30 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2025-04-07 00:00:00-03:00,525
61517397000188,THERASKIN FARMACEUTICA LTDA.,25351718345201982,3443777191,2019-12-13 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2021-10-18 00:00:00-03:00,675
30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,25351718314201921,3443793192,2019-12-13 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-08-22 00:00:00-03:00,983
5439635000103,ANTIBIÓTICOS DO BRASIL LTDA,25351717290201578,1019208155,2015-11-23 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-03-12 00:00:00-03:00,840
7670111000154,Arese Pharma Ltda,25351717109202325,1175944235,2023-10-27 11:00:50-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2025-04-28 00:00:00-03:00,548
28215470000191,GoldMed Importação de  Produtos Hospitalares Ltda ME,25351717108202381,1175940232,2023-10-27 11:00:50-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2025-01-14 00:00:00-03:00,444
24633934000129,Camber Farmaceutica Ltda,25351717102201846,1001986183,2018-10-16 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2020-08-24 00:00:00-03:00,678
3485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,25351716932202313,1175674238,2023-10-27 10:30:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2024-10-29 00:00:00-03:00,367
55972087000150,JP INDUSTRIA FARMACEUTICA S/A,25351715131202179,2602407211,2021-07-05 08:34:30-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2022-12-26 00:00:00-03:00,538
73856593000166,PRATI DONADUZZI & CIA LTDA,25351714896202019,4533218205,2020-12-22 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-04-03 00:00:00-03:00,832
57507378000365,EMS S/A,25351714100201714,2299494177,2017-12-19 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-01-28 00:00:00-03:00,405
57507378000365,EMS S/A,25351714065201733,2299474172,2017-12-19 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-09-24 00:00:00-03:00,279
57507378000365,EMS S/A,25351714053201717,2299461171,2017-12-19 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-05-21 00:00:00-03:00,153
28614626000107,Laboratório de Extratos Alergênicos Ltda,25351713465202027,2417755205,2020-07-24 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-09-26 00:00:00-03:00,794
2814497000107,CIMED INDUSTRIA S.A,25351713161201845,996284181,2018-10-15 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-10-26 00:00:00-03:00,742
5254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,25351712397201783,2296879172,2017-12-18 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-11-25 00:00:00-03:00,707
24633934000129,Camber Farmaceutica Ltda,25351712368201983,3419104196,2019-12-11 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2022-05-16 00:00:00-03:00,887
17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,25351712363201951,3419091191,2019-12-11 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-10-03 00:00:00-03:00,1027
61230314000175,LIBBS FARMACÊUTICA LTDA,25351712162201805,995007185,2018-10-15 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Concentração Nova no País,Foi publicado o deferimento do processo ou da petição.,2020-06-01 00:00:00-03:00,595
27724245000118,Ultragenyx Brasil Farmaceutica Ltda,25351711527201922,3410919196,2019-12-10 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Medicamento Novo,Foi publicado o deferimento do processo ou da petição.,2021-08-16 00:00:00-03:00,615
31673254000102,LABORATORIOS B. BRAUN S/A,25351711257202174,4425489210,2021-11-09 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2023-12-26 00:00:00-03:00,777
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351711171202141,4425071211,2021-11-09 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-12-12 00:00:00-03:00,398
33078528000132,TORRENT DO BRASIL LTDA,25351709554201935,3406858199,2019-12-10 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2021-10-25 00:00:00-03:00,685
44363661000157,GLENMARK FARMACÊUTICA LTDA,25351708840201543,1006172150,2015-11-18 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-04-23 00:00:00-03:00,887
60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,25351708286201772,2290954171,2017-12-15 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o indeferimento do processo ou da petição.,2018-07-23 00:00:00-03:00,220
60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,25351708270201760,2290937171,2017-12-15 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2019-07-08 00:00:00-03:00,570
61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,25351708263201768,2290887171,2017-12-15 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-07-29 00:00:00-03:00,591
10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,25351706790201908,3395340196,2019-12-09 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-03-14 00:00:00-03:00,826
11643096000122,VIATRIS FARMACEUTICA DO BRASIL LTDA,25351706675201925,3394721190,2019-12-09 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-03-02 00:00:00-03:00,814
14821008000123,MASTERS SPECIALITY PHARMA LTDA,25351706657201943,3394804196,2019-12-09 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2021-11-03 00:00:00-03:00,695
58430828000160,BLAU FARMACEUTICA S.A.,25351706651201976,3394595191,2019-12-09 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-01-17 00:00:00-03:00,770
17174657000178,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,25351706196201917,3375653198,2019-12-06 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o indeferimento do processo ou da petição.,2021-08-30 00:00:00-03:00,633
48344725000719,ALTHAIA S.A. INDUSTRIA FARMACEUTICA,25351705380201931,3372441195,2019-12-06 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-08-24 00:00:00-03:00,262
61068755000708,SANVAL COMERCIO E INDUSTRIA LTDA,25351705200202136,2566821218,2021-07-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2023-01-16 00:00:00-03:00,563
19585186000116,BIONORICA DO BRASIL DISTRIBUICAO E IMPORTACAO LTDA,25351703678202121,2564113211,2021-07-02 00:00:00-03:00,MEDICAMENTO FITOTERÁPICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-08-07 00:00:00-03:00,766
33258401000103,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,25351703677202004,4513751200,2020-12-21 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2023-01-02 00:00:00-03:00,742
57507378000365,EMS S/A,25351702528201501,997389153,2015-11-16 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2017-06-26 00:00:00-03:00,588
64171697000146,ACCORD FARMACÊUTICA LTDA,25351702279201590,996986151,2015-11-16 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-11-12 00:00:00-03:00,1092
5333542000108,TEVA FARMACÊUTICA LTDA.,25351702106202044,4513431206,2020-12-21 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-04-07 00:00:00-03:00,472
7768134000104,ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.,25351702103202019,4513260207,2020-12-21 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2023-08-28 00:00:00-03:00,980
8157293000127,NATCOFARMA DO BRASIL LTDA,25351701955202081,4513329208,2020-12-21 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2021-04-12 00:00:00-03:00,112
18324343000177,BELFAR LTDA,25351701930202320,1145393231,2023-10-23 11:00:45-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2025-05-12 00:00:00-03:00,566
57507378000365,EMS S/A,25351701926202019,4513243207,2020-12-21 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2022-12-26 00:00:00-03:00,735
57507378000365,EMS S/A,25351701903202012,4513151201,2020-12-21 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-08-15 00:00:00-03:00,602
57507378000365,EMS S/A,25351700579201519,993865156,2015-11-13 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-01-02 00:00:00-03:00,781
61190096000192,EUROFARMA LABORATORIOS S.A.,25351700302201583,993497159,2015-11-13 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2019-02-11 00:00:00-03:00,1186
31673254000102,LABORATORIOS B. BRAUN S/A,25351699994201896,976080186,2018-10-08 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2020-04-13 00:00:00-03:00,553
57507378000365,EMS S/A,25351699598202164,2550086214,2021-07-01 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Indicação Terapêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2022-10-03 00:00:00-03:00,459
33078528000132,TORRENT DO BRASIL LTDA,25351699429202124,2549785215,2021-07-01 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2024-07-08 00:00:00-03:00,1103
59557124000115,RECKITT BENCKISER (BRASIL) LTDA,25351698341202012,2373071204,2020-07-21 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o indeferimento do processo ou da petição.,2022-05-09 00:00:00-03:00,657
92695691000103,KLEY HERTZ FARMACEUTICA S.A,25351697984201905,3345741197,2019-12-04 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2022-08-15 00:00:00-03:00,985
58430828000160,BLAU FARMACEUTICA S.A.,25351697954201818,973082186,2018-10-08 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-05-11 00:00:00-03:00,581
33036815000180,QUIMICA HALLER LTDA,25351697951201876,973078188,2018-10-08 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-08-19 00:00:00-03:00,315
61190096000192,EUROFARMA LABORATORIOS S.A.,25351696901201952,3338620190,2019-12-03 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-08-24 00:00:00-03:00,265
56998701000116,ABBOTT LABORATORIOS DO BRASIL LTDA,25351696455201714,2274847174,2017-12-12 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-12-02 00:00:00-03:00,720
24633934000129,Camber Farmaceutica Ltda,25351695914202129,2539013219,2021-06-30 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2025-05-12 00:00:00-03:00,1412
1858973000129,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,25351695768201564,987631156,2015-11-12 00:00:00-03:00,PRODUTO TRADICIONAL FITOTERÁPICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2017-11-27 00:00:00-03:00,746
84830074000145,LABORATORIO YANTEN LTDA ME,25351695309201771,2273610177,2017-12-11 00:00:00-03:00,PRODUTO TRADICIONAL FITOTERÁPICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-10-01 00:00:00-03:00,294
84830074000145,LABORATORIO YANTEN LTDA ME,25351695292201752,2273584174,2017-12-11 00:00:00-03:00,MEDICAMENTO FITOTERÁPICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-10-01 00:00:00-03:00,294
84830074000145,LABORATORIO YANTEN LTDA ME,25351695279201701,2273597176,2017-12-11 00:00:00-03:00,MEDICAMENTO FITOTERÁPICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-10-01 00:00:00-03:00,294
61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,25351695192202111,2536217218,2021-06-30 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2022-09-05 00:00:00-03:00,432
68032192000151,BIONATUS LABORATÓRIO BOTÂNICO LTDA,25351695064202169,2535595213,2021-06-30 11:01:36-03:00,MEDICAMENTO FITOTERÁPICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2022-06-06 00:00:00-03:00,340
5254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,25351694910201917,3332350190,2019-12-03 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-03-20 00:00:00-03:00,1203
44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,25351694234202015,2361272200,2020-07-20 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2022-11-16 00:00:00-03:00,849
61230314000175,LIBBS FARMACÊUTICA LTDA,25351694183201704,2271691172,2017-12-08 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2018-12-24 00:00:00-03:00,381
58430828000160,BLAU FARMACEUTICA S.A.,25351693704201981,3324498197,2019-12-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2022-10-03 00:00:00-03:00,1036
24633934000129,Camber Farmaceutica Ltda,25351692662201961,3322239198,2019-12-02 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2021-04-23 00:00:00-03:00,508
17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,25351692093201954,3321721191,2019-12-02 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2022-08-15 00:00:00-03:00,987
60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,25351688657201587,978072156,2015-11-10 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2018-09-10 00:00:00-03:00,1035
3560974000118,MERCK SHARP & DOHME FARMACEUTICA LTDA.,25351688411202016,4480642206,2020-12-18 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2022-06-27 00:00:00-03:00,556
61190096000192,EUROFARMA LABORATORIOS S.A.,25351688156202010,4479438200,2020-12-18 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-02-21 00:00:00-03:00,430
64171697000146,ACCORD FARMACÊUTICA LTDA,25351688064201815,957691186,2018-10-03 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-10-21 00:00:00-03:00,383
57507378000365,EMS S/A,25351687974201872,957605183,2018-10-03 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2020-06-15 00:00:00-03:00,621
64171697000146,ACCORD FARMACÊUTICA LTDA,25351687879201879,957465184,2018-10-03 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-05-09 00:00:00-03:00,1314
64171697000146,ACCORD FARMACÊUTICA LTDA,25351687713202077,4478631200,2020-12-18 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-09-04 00:00:00-03:00,990
5161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,25351687705202021,4478497200,2020-12-18 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2024-02-26 00:00:00-03:00,1165
57507378000365,EMS S/A,25351687679202031,4478513205,2020-12-18 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2022-10-03 00:00:00-03:00,654
45992062000165,GERMED FARMACEUTICA LTDA,25351687622202031,4478216201,2020-12-18 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2023-07-10 00:00:00-03:00,934
60397775000174,TAKEDA PHARMA LTDA.,25351687349202126,2514615217,2021-06-29 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Medicamento Novo,Foi publicado o deferimento do processo ou da petição.,2023-03-27 00:00:00-03:00,636
61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,25351687334201781,2262090177,2017-12-06 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-12-31 00:00:00-03:00,390
10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,25351687305201981,3285381195,2019-11-28 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2021-03-29 00:00:00-03:00,487
51780468000187,JANSSEN-CILAG FARMACEUTICA LTDA,25351686200201561,975025158,2015-11-09 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o indeferimento do processo ou da petição.,2018-05-14 00:00:00-03:00,917
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351686176201544,974998155,2015-11-09 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2020-09-08 00:00:00-03:00,1765
15127898000130,MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA,25351686081201516,974887153,2015-11-09 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2017-11-06 00:00:00-03:00,728
92695691000103,KLEY HERTZ FARMACEUTICA S.A,25351685139201806,952900184,2018-10-02 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2020-05-25 00:00:00-03:00,601
5439635000103,ANTIBIÓTICOS DO BRASIL LTDA,25351685074201891,952810185,2018-10-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-07-08 00:00:00-03:00,279
44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,25351683800201517,971931158,2015-11-06 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2017-04-24 00:00:00-03:00,535
5161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,25351683005202067,4465330201,2020-12-17 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-07-17 00:00:00-03:00,942
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351682640202027,4464437200,2020-12-17 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2021-01-25 00:00:00-03:00,39
61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,25351682556202011,4464203202,2020-12-17 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-01-16 00:00:00-03:00,760
57507378000365,EMS S/A,25351681765201734,2254463171,2017-12-04 00:00:00-03:00,PRODUTO TRADICIONAL FITOTERÁPICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-02-10 00:00:00-03:00,798
57507378000365,EMS S/A,25351681753201718,2254428173,2017-12-04 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2019-12-30 00:00:00-03:00,756
57507378000365,EMS S/A,25351681671201765,2254299170,2017-12-04 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-04-01 00:00:00-03:00,483
57507378000365,EMS S/A,25351681542201777,2254139170,2017-12-04 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2019-08-12 00:00:00-03:00,616
61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,25351681059202098,2319276203,2020-07-17 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o indeferimento do processo ou da petição.,2022-12-19 00:00:00-03:00,885
5254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,25351679538201820,944769185,2018-09-28 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2021-07-26 00:00:00-03:00,1032
33078528000132,TORRENT DO BRASIL LTDA,25351679486201891,944647188,2018-09-28 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2021-06-07 00:00:00-03:00,983
24633934000129,Camber Farmaceutica Ltda,25351677045202151,4354913216,2021-11-04 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o indeferimento do processo ou da petição.,2023-06-12 00:00:00-03:00,585
5035244000123,SUN FARMACÊUTICA DO BRASIL LTDA,25351675248201815,938309183,2018-09-27 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2021-04-26 00:00:00-03:00,942
10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,25351674627201532,960260157,2015-11-03 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-03-23 00:00:00-03:00,1602
5035244000123,SUN FARMACÊUTICA DO BRASIL LTDA,25351674594201573,960221156,2015-11-03 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-02-26 00:00:00-03:00,846
